SRR7239362_1_1.fastq.res,SRR7239362_2_1.fastq.res,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
1.15,0.0,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,bacterium
0.0,0.24,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,bacterium AE2019
0.23,0.0,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,bacterium CPTAC12C
0.0,0.23,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,bacterium CPTAC18B
0.0,0.49,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,bacterium N0036
0.0,0.7,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothideaceae,,
0.0,0.58,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,,
0.79,0.0,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,Botrytis cinerea
0.0,0.33,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Meyerozyma,Meyerozyma guilliermondii
0.0,0.66,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,,
2.27,3.67,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Yarrowia lipolytica
6.9,0.0,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia pulcherrima
0.38,0.93,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Metschnikowia,
0.7,12.99,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,,
0.51,0.0,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,
0.4,0.0,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Sarocladiaceae,Sarocladium,Sarocladium strictum
0.0,0.84,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Arthrinium,Arthrinium arundinis
0.6,0.0,Eukaryota,Fungi,Ascomycota,unk_c,unk_o,unk_f,unk_g,uncultured Ascomycota
0.23,0.0,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus ostreatus
0.0,0.42,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Coniophoraceae,Coniophora,
0.73,0.0,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,,,
0.28,0.0,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,unk_g,uncultured Tomentella
0.0,0.65,Eukaryota,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia restricta
0.32,0.32,Eukaryota,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,
0.52,0.0,Eukaryota,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula graminis
0.0,1.52,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Cystofilobasidium,Cystofilobasidium capitatum
5.08,10.6,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Cystofilobasidium,Cystofilobasidium macerans
0.59,0.0,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Cystofilobasidium,
0.9,1.42,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma carnescens
0.0,0.48,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor circinelloides
0.0,0.23,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor sp. SW291
0.0,0.82,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,
0.52,0.0,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,,
0.44,0.0,Eukaryota,Fungi,unk_p,unk_c,unk_o,,,
2.11,1.3499999999999999,Eukaryota,Fungi,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured fungus
2.16,0.0,Eukaryota,Metazoa,Annelida,Clitellata,Crassiclitellata,,,
0.28,0.0,Eukaryota,Metazoa,Annelida,Clitellata,Enchytraeida,,,
13.65,0.0,Eukaryota,Metazoa,Annelida,Polychaeta,Phyllodocida,,,
0.0,1.86,Eukaryota,Metazoa,Annelida,Polychaeta,Phyllodocida,Syllidae,,
0.73,0.0,Eukaryota,Metazoa,Annelida,Polychaeta,Sabellida,,,
0.0,9.82,Eukaryota,Metazoa,Annelida,Polychaeta,Spionida,Spionidae,,
0.69,0.0,Eukaryota,Metazoa,Annelida,Polychaeta,Terebellida,,,
3.75,9.53,Eukaryota,Metazoa,Annelida,Polychaeta,unk_o,,,
1.4,0.0,Eukaryota,Metazoa,Arthropoda,Arachnida,Ixodida,,,
0.72,0.0,Eukaryota,Metazoa,Arthropoda,Hexanauplia,Harpacticoida,Harpacticidae,,
0.0,0.55,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Epirinus,Epirinus aquilus
1.53,0.0,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Scarabaeidae,,
1.27,1.36,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Staphylinidae,Oropus,Oropus castaneus
0.0,0.39,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,,
9.559999999999999,11.68,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,,,
11.22,0.0,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Cicadellidae,Processina,Processina dashahensis
2.66,2.66,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,,,
0.78,0.0,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Encyrtidae,,
2.77,0.0,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Eucharitidae,,
0.0,3.06,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,,,
0.0,1.52,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Bombycidae,Bombyx,Bombyx mori
0.96,2.13,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,,,
473.65999999999997,567.33,Eukaryota,Metazoa,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus,Gryllus bimaculatus
64.26,78.14,Eukaryota,Metazoa,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus,
158.36,201.22,Eukaryota,Metazoa,Arthropoda,Insecta,Orthoptera,Gryllidae,,
18.57,19.119999999999997,Eukaryota,Metazoa,Arthropoda,Insecta,Orthoptera,,,
0.0,0.49,Eukaryota,Metazoa,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,Hyalella,
0.0,0.64,Eukaryota,Metazoa,Arthropoda,Malacostraca,Cumacea,Bodotriidae,Cyclaspis,
0.0,2.58,Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Epialtidae,,
0.0,6.49,Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Mithracidae,,
0.24,0.24,Eukaryota,Metazoa,Arthropoda,Malacostraca,Isopoda,Serolidae,,
1.56,0.0,Eukaryota,Metazoa,Bryozoa,Gymnolaemata,Cheilostomatida,Hippothoidae,,
2.2,0.0,Eukaryota,Metazoa,Bryozoa,Gymnolaemata,Cheilostomatida,,,
16.62,289.7,Eukaryota,Metazoa,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,,
2.82,0.0,Eukaryota,Metazoa,Chordata,Actinopteri,Acipenseriformes,Polyodontidae,,
0.0,1.66,Eukaryota,Metazoa,Chordata,Actinopteri,Acipenseriformes,Polyodontidae,Polyodon,
2.44,0.0,Eukaryota,Metazoa,Chordata,Actinopteri,Atheriniformes,Atherinidae,,
0.92,2.31,Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Synodontidae,,
2.8,0.0,Eukaryota,Metazoa,Chordata,Actinopteri,Characiformes,Hepsetidae,Hepsetus,
16646.29,0.0,Eukaryota,Metazoa,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus
13.5,0.78,Eukaryota,Metazoa,Chordata,Actinopteri,Clupeiformes,Clupeidae,,
156.71,0.0,Eukaryota,Metazoa,Chordata,Actinopteri,Clupeiformes,,,
120.68,0.0,Eukaryota,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Labeo,
0.0,1.3,Eukaryota,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,,
0.0,2.45,Eukaryota,Metazoa,Chordata,Actinopteri,Cypriniformes,Danionidae,,
0.0,1.42,Eukaryota,Metazoa,Chordata,Actinopteri,Cypriniformes,Leuciscidae,,
14.74,3.52,Eukaryota,Metazoa,Chordata,Actinopteri,Cypriniformes,,,
1.04,0.0,Eukaryota,Metazoa,Chordata,Actinopteri,Cypriniformes,Xenocyprididae,,
5.75,7.32,Eukaryota,Metazoa,Chordata,Actinopteri,Cyprinodontiformes,,,
20.85,4.1,Eukaryota,Metazoa,Chordata,Actinopteri,Cyprinodontiformes,Rivulidae,,
30.17,0.0,Eukaryota,Metazoa,Chordata,Actinopteri,Gadiformes,Gadidae,,
0.0,50.96,Eukaryota,Metazoa,Chordata,Actinopteri,Gadiformes,Macrouridae,Trachyrincus,Trachyrincus murrayi
0.81,5.74,Eukaryota,Metazoa,Chordata,Actinopteri,Gadiformes,,,
0.52,0.0,Eukaryota,Metazoa,Chordata,Actinopteri,Osteoglossiformes,Osteoglossidae,,
0.0,0.87,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Artedidraconidae,Artedidraco,Artedidraco lonnbergi
1.37,0.6,Eukaryota,Metazoa,Chordata,Actinopteri,Percopsiformes,Percopsidae,,
0.46,0.0,Eukaryota,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Bothidae,Bothus,Bothus lunatus
2.4299999999999997,1.53,Eukaryota,Metazoa,Chordata,Actinopteri,Pleuronectiformes,,,
0.0,1.13,Eukaryota,Metazoa,Chordata,Actinopteri,Polymixiiformes,,,
0.0,0.39,Eukaryota,Metazoa,Chordata,Actinopteri,Polymixiiformes,Polymixiidae,,
10.3,18023.510000000002,Eukaryota,Metazoa,Chordata,Actinopteri,Salmoniformes,,,
94.38999999999999,3.16,Eukaryota,Metazoa,Chordata,Actinopteri,Salmoniformes,Salmonidae,,
39.25,56.82,Eukaryota,Metazoa,Chordata,Actinopteri,Semionotiformes,,,
0.0,2.55,Eukaryota,Metazoa,Chordata,Actinopteri,Siluriformes,Loricariidae,,
5.26,8.65,Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,,
0.54,0.0,Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Takifugu,
0.27,0.8700000000000001,Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Takifugu,Takifugu rubripes
0.38,0.0,Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Tetraodon,Tetraodon nigroviridis
1.11,0.0,Eukaryota,Metazoa,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,,
8.27,0.0,Eukaryota,Metazoa,Chordata,Actinopteri,unk_o,,,
0.0,6.98,Eukaryota,Metazoa,Chordata,Actinopteri,unk_o,Pomacentridae,,
0.0,0.3,Eukaryota,Metazoa,Chordata,Actinopteri,unk_o,Sciaenidae,Cynoscion,Cynoscion parvipinnis
1.57,0.0,Eukaryota,Metazoa,Chordata,Amphibia,Anura,Microhylidae,Kaloula,Kaloula rigida
0.0,0.89,Eukaryota,Metazoa,Chordata,Amphibia,Anura,Microhylidae,Kaloula,Kaloula sp. East Luzon
0.2,0.0,Eukaryota,Metazoa,Chordata,Amphibia,Anura,Microhylidae,Kaloula,Kaloula sp. Panay
1.03,0.0,Eukaryota,Metazoa,Chordata,Amphibia,Anura,Microhylidae,,
1.26,0.0,Eukaryota,Metazoa,Chordata,Amphibia,Anura,,,
68.92,49.78,Eukaryota,Metazoa,Chordata,Amphibia,Anura,Pipidae,,
1.71,0.0,Eukaryota,Metazoa,Chordata,Amphibia,Anura,Pipidae,Xenopus,
0.0,0.98,Eukaryota,Metazoa,Chordata,Amphibia,Caudata,Ambystomatidae,,
11.79,16.62,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,
0.0,12.45,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,Aquila audax
262.57,343.13,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,Aquila chrysaetos
1667.35,1234.29,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,
2.11,2.43,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,
0.71,0.78,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Accipitridae,Clanga,
39.589999999999996,32.1,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Accipitridae,Gampsonyx,Gampsonyx swainsonii
4.77,7.81,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Accipitridae,Gampsonyx,
789.82,1.72,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,
758.3,619.13,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus albicilla
491.36,406.82,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus
1198.18,1049.15,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,
16616.12,17113.98,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Accipitridae,,
15.73,27.450000000000003,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Cathartidae,Cathartes,Cathartes aura
17.369999999999997,10.91,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Cathartidae,Cathartes,
0.0,1.98,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Cathartidae,Coragyps,Coragyps atratus
1.95,6.8500000000000005,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Cathartidae,Gymnogyps,Gymnogyps californianus
16.11,11.169999999999998,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Cathartidae,Gymnogyps,
920.12,809.77,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Cathartidae,,
596.46,691.56,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,,,
11.45,13.88,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Pandionidae,,
5.86,7.67,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,
0.0,0.9,Eukaryota,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas acuta
0.0,1.01,Eukaryota,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas gibberifrons
138.47,131.16,Eukaryota,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas platyrhynchos
1781.96,2300.96,Eukaryota,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anas,
7.26,7.15,Eukaryota,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser anser
11.260000000000002,3.64,Eukaryota,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser cygnoides
19.43,27.96,Eukaryota,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser erythropus
33.01,25.29,Eukaryota,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,
0.0,1.26,Eukaryota,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Branta,Branta bernicla
0.0,0.89,Eukaryota,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Cairina,
792.91,631.36,Eukaryota,Metazoa,Chordata,Aves,Anseriformes,Anatidae,,
0.7,0.83,Eukaryota,Metazoa,Chordata,Aves,Anseriformes,Anhimidae,,
124.67,165.98,Eukaryota,Metazoa,Chordata,Aves,Anseriformes,,,
18.02,34.92,Eukaryota,Metazoa,Chordata,Aves,Apodiformes,Apodidae,Chaetura,Chaetura pelagica
35.85,41.02,Eukaryota,Metazoa,Chordata,Aves,Apodiformes,Apodidae,Chaetura,
1.58,0.3,Eukaryota,Metazoa,Chordata,Aves,Apodiformes,Apodidae,Cypseloides,Cypseloides fumigatus
0.0,0.44,Eukaryota,Metazoa,Chordata,Aves,Apodiformes,Apodidae,Cypseloides,
91.88,126.84,Eukaryota,Metazoa,Chordata,Aves,Apodiformes,Apodidae,,
75.53,37.32,Eukaryota,Metazoa,Chordata,Aves,Apodiformes,,,
4.0600000000000005,7.58,Eukaryota,Metazoa,Chordata,Aves,Apodiformes,Trochilidae,Calypte,Calypte anna
27.88,32.13,Eukaryota,Metazoa,Chordata,Aves,Apodiformes,Trochilidae,Calypte,
1.93,0.0,Eukaryota,Metazoa,Chordata,Aves,Apodiformes,Trochilidae,Chrysolampis,
13.620000000000001,11.209999999999999,Eukaryota,Metazoa,Chordata,Aves,Apodiformes,Trochilidae,Colibri,Colibri coruscans
0.0,0.48,Eukaryota,Metazoa,Chordata,Aves,Apodiformes,Trochilidae,Colibri,
835.9500000000002,1336.18,Eukaryota,Metazoa,Chordata,Aves,Apodiformes,Trochilidae,,
113.19,99.55,Eukaryota,Metazoa,Chordata,Aves,Apterygiformes,Apterygidae,Apteryx,Apteryx mantelli
9.24,15.18,Eukaryota,Metazoa,Chordata,Aves,Apterygiformes,Apterygidae,Apteryx,Apteryx rowi
329.69,322.01,Eukaryota,Metazoa,Chordata,Aves,Apterygiformes,Apterygidae,Apteryx,
2927.49,2561.35,Eukaryota,Metazoa,Chordata,Aves,Apterygiformes,Apterygidae,,
967.9,1029.37,Eukaryota,Metazoa,Chordata,Aves,Apterygiformes,,,
51.36,47.37,Eukaryota,Metazoa,Chordata,Aves,Bucerotiformes,Bucerotidae,Buceros,Buceros rhinoceros
42.43,78.09,Eukaryota,Metazoa,Chordata,Aves,Bucerotiformes,Bucerotidae,Buceros,
208.8,125.7,Eukaryota,Metazoa,Chordata,Aves,Bucerotiformes,Bucerotidae,,
4.19,13.1,Eukaryota,Metazoa,Chordata,Aves,Bucerotiformes,,,
320.87,171.79000000000002,Eukaryota,Metazoa,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Antrostomus,Antrostomus carolinensis
358.48,260.94,Eukaryota,Metazoa,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Antrostomus,
171.15,23.61,Eukaryota,Metazoa,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus,
4441.71,5001.650000000001,Eukaryota,Metazoa,Chordata,Aves,Caprimulgiformes,Caprimulgidae,,
6.07,0.0,Eukaryota,Metazoa,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Nyctipolus,
557.8299999999999,286.74,Eukaryota,Metazoa,Chordata,Aves,Caprimulgiformes,,,
2.35,2.01,Eukaryota,Metazoa,Chordata,Aves,Caprimulgiformes,Nyctibiidae,,
0.0,3.2800000000000002,Eukaryota,Metazoa,Chordata,Aves,Caprimulgiformes,Nyctibiidae,Nyctibius,
32.04,48.98,Eukaryota,Metazoa,Chordata,Aves,Caprimulgiformes,Nyctibiidae,Nyctibius,Nyctibius grandis
4.46,5.71,Eukaryota,Metazoa,Chordata,Aves,Caprimulgiformes,Podargidae,,
0.86,0.0,Eukaryota,Metazoa,Chordata,Aves,Caprimulgiformes,Podargidae,Podargus,
513.39,421.22,Eukaryota,Metazoa,Chordata,Aves,Cariamiformes,Cariamidae,Cariama,Cariama cristata
580.99,541.62,Eukaryota,Metazoa,Chordata,Aves,Cariamiformes,Cariamidae,Cariama,
519.45,635.9,Eukaryota,Metazoa,Chordata,Aves,Cariamiformes,Cariamidae,,
28.169999999999998,3.29,Eukaryota,Metazoa,Chordata,Aves,Cariamiformes,,,
971.56,182.25,Eukaryota,Metazoa,Chordata,Aves,Casuariiformes,Dromaiidae,Dromaius,Dromaius novaehollandiae
34.97,10178.470000000001,Eukaryota,Metazoa,Chordata,Aves,Casuariiformes,Dromaiidae,Dromaius,
9634.04,458.6,Eukaryota,Metazoa,Chordata,Aves,Casuariiformes,Dromaiidae,,
156.03,132.31,Eukaryota,Metazoa,Chordata,Aves,Casuariiformes,,,
0.0,1.79,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Alcidae,,
0.0,2.15,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Burhinidae,Burhinus,
1.94,3.15,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Burhinidae,,
239.88,833.39,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius vociferus
1351.78,610.39,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,
741.87,1020.64,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Charadriidae,,
1.44,10.31,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Charadriidae,Phegornis,
51.52,55.89,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Charadriidae,Phegornis,Phegornis mitchellii
0.77,0.0,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Chionididae,,
4.68,3.52,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,
1.93,8.14,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Haematopodidae,,
0.0,0.37,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Laridae,Chlidonias,Chlidonias albostriatus
0.41,0.0,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Laridae,Chlidonias,
2.16,4.58,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus argentatus
0.59,0.0,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus fuscus
2.2,0.0,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Laridae,Larus,
41.21,28.84,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Laridae,,
1.79,0.71,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Laridae,Onychoprion,Onychoprion fuscatus
550.84,383.24,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,,,
0.0,0.41,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Recurvirostridae,Himantopus,Himantopus mexicanus
0.0,4.220000000000001,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Recurvirostridae,Recurvirostra,
1.74,0.0,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Recurvirostridae,Recurvirostra,Recurvirostra americana
7.46,9.01,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,Actitis macularius
0.0,1.33,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda
87.28,53.260000000000005,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris pugnax
410.92,335.32,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,
3.9899999999999998,2.86,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Scolopacidae,Limosa,
2519.74,2431.47,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Scolopacidae,,
66.92,44.25,Eukaryota,Metazoa,Chordata,Aves,Ciconiiformes,Balaenicipitidae,Balaeniceps,Balaeniceps rex
10.3,10.85,Eukaryota,Metazoa,Chordata,Aves,Ciconiiformes,Balaenicipitidae,Balaeniceps,
8.64,4.9799999999999995,Eukaryota,Metazoa,Chordata,Aves,Ciconiiformes,Balaenicipitidae,,
0.33,0.0,Eukaryota,Metazoa,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,Ciconia ciconia
47.44,18.25,Eukaryota,Metazoa,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,
804.05,781.1899999999999,Eukaryota,Metazoa,Chordata,Aves,Ciconiiformes,Ciconiidae,,
39.79,61.2,Eukaryota,Metazoa,Chordata,Aves,Ciconiiformes,,,
921.56,786.9300000000001,Eukaryota,Metazoa,Chordata,Aves,Ciconiiformes,Pteroclidae,,
222.66,318.86,Eukaryota,Metazoa,Chordata,Aves,Ciconiiformes,Pteroclidae,Pterocles,
25.74,5.63,Eukaryota,Metazoa,Chordata,Aves,Ciconiiformes,Pteroclidae,Pterocles,Pterocles exustus
191.62,141.74,Eukaryota,Metazoa,Chordata,Aves,Ciconiiformes,Pteroclidae,Pterocles,Pterocles gutturalis
6.75,6.49,Eukaryota,Metazoa,Chordata,Aves,Ciconiiformes,Scopidae,,
12.05,12.959999999999999,Eukaryota,Metazoa,Chordata,Aves,Ciconiiformes,Scopidae,Scopus,
24.37,20.38,Eukaryota,Metazoa,Chordata,Aves,Ciconiiformes,Scopidae,Scopus,Scopus umbretta
73.35,199.8,Eukaryota,Metazoa,Chordata,Aves,Coliiformes,Coliidae,Colius,Colius striatus
111.45,35.88,Eukaryota,Metazoa,Chordata,Aves,Coliiformes,Coliidae,Colius,
46.71,88.64,Eukaryota,Metazoa,Chordata,Aves,Coliiformes,Coliidae,,
0.0,2.4699999999999998,Eukaryota,Metazoa,Chordata,Aves,Coliiformes,Coliidae,Urocolius,
5.46,3.39,Eukaryota,Metazoa,Chordata,Aves,Coliiformes,Coliidae,Urocolius,Urocolius indicus
16.84,10.78,Eukaryota,Metazoa,Chordata,Aves,Coliiformes,,,
2020.14,2044.54,Eukaryota,Metazoa,Chordata,Aves,Columbiformes,Columbidae,Caloenas,
34.43,25.56,Eukaryota,Metazoa,Chordata,Aves,Columbiformes,Columbidae,Columba,Columba livia
106.07000000000001,197.22,Eukaryota,Metazoa,Chordata,Aves,Columbiformes,Columbidae,Columba,
0.43,1.08,Eukaryota,Metazoa,Chordata,Aves,Columbiformes,Columbidae,Geotrygon,
37981.59,43212.44,Eukaryota,Metazoa,Chordata,Aves,Columbiformes,Columbidae,,
6.52,5.38,Eukaryota,Metazoa,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,
0.0,4.72,Eukaryota,Metazoa,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia risoria
0.0,1.73,Eukaryota,Metazoa,Chordata,Aves,Columbiformes,Columbidae,Treron,
8.98,15.270000000000001,Eukaryota,Metazoa,Chordata,Aves,Columbiformes,Columbidae,Treron,Treron vernans
420.9,305.64,Eukaryota,Metazoa,Chordata,Aves,Columbiformes,,,
1.07,0.0,Eukaryota,Metazoa,Chordata,Aves,Coraciiformes,Alcedinidae,,
0.0,0.81,Eukaryota,Metazoa,Chordata,Aves,Coraciiformes,Brachypteraciidae,Geobiastes,
0.87,0.87,Eukaryota,Metazoa,Chordata,Aves,Coraciiformes,Brachypteraciidae,,
330.36,382.3,Eukaryota,Metazoa,Chordata,Aves,Coraciiformes,Leptosomidae,Leptosomus,Leptosomus discolor
587.31,565.67,Eukaryota,Metazoa,Chordata,Aves,Coraciiformes,Leptosomidae,Leptosomus,
468.03,339.75,Eukaryota,Metazoa,Chordata,Aves,Coraciiformes,Leptosomidae,,
34.11,35.53,Eukaryota,Metazoa,Chordata,Aves,Coraciiformes,Meropidae,Merops,Merops nubicus
