SRR7239362_1_1.fastq.res,SRR7239362_2_1.fastq.res,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
50.1,29.06,Eukaryota,Metazoa,Chordata,Aves,Coraciiformes,Meropidae,Merops,
55.879999999999995,101.91,Eukaryota,Metazoa,Chordata,Aves,Coraciiformes,Meropidae,,
21.669999999999998,17.99,Eukaryota,Metazoa,Chordata,Aves,Coraciiformes,Momotidae,Momotus,Momotus momota
0.0,3.87,Eukaryota,Metazoa,Chordata,Aves,Coraciiformes,Momotidae,Momotus,
7.25,4.1,Eukaryota,Metazoa,Chordata,Aves,Coraciiformes,Momotidae,,
45.82,35.230000000000004,Eukaryota,Metazoa,Chordata,Aves,Coraciiformes,,,
21.34,17.560000000000002,Eukaryota,Metazoa,Chordata,Aves,Cuculiformes,Cuculidae,Cuculus,Cuculus canorus
48743.829999999994,78.8,Eukaryota,Metazoa,Chordata,Aves,Cuculiformes,Cuculidae,Cuculus,
249.13,45532.63,Eukaryota,Metazoa,Chordata,Aves,Cuculiformes,Cuculidae,,
30.5,19.57,Eukaryota,Metazoa,Chordata,Aves,Cuculiformes,,,
74.22,191.79999999999998,Eukaryota,Metazoa,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco cherrug
181.32,163.12,Eukaryota,Metazoa,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco peregrinus
383.2,337.05,Eukaryota,Metazoa,Chordata,Aves,Falconiformes,Falconidae,Falco,
15.36,11.969999999999999,Eukaryota,Metazoa,Chordata,Aves,Falconiformes,Falconidae,Micrastur,Micrastur semitorquatus
3.8,6.93,Eukaryota,Metazoa,Chordata,Aves,Falconiformes,Falconidae,Micrastur,
3892.28,3915.81,Eukaryota,Metazoa,Chordata,Aves,Falconiformes,Falconidae,,
1444.31,797.97,Eukaryota,Metazoa,Chordata,Aves,Falconiformes,,,
1.06,0.0,Eukaryota,Metazoa,Chordata,Aves,Galbuliformes,,,
0.49,0.0,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Cracidae,,
14.59,10.34,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Megapodiidae,,
2719.13,504.09999999999997,Eukaryota,Metazoa,Chordata,Aves,Galliformes,,,
337.59000000000003,222.41,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Numididae,,
23.82,7.32,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Numididae,Numida,
0.23,0.0,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Numididae,Numida,Numida meleagris
8.79,12.72,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Odontophoridae,Cyrtonyx,Cyrtonyx montezumae
11.21,3.66,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Odontophoridae,Cyrtonyx,
4.25,0.51,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Odontophoridae,,
51.32,38.98,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Afropavo,Afropavo congensis
6.61,8.69,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Afropavo,
50.29,48.9,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Alectoris,Alectoris rufa
16.419999999999998,271.90999999999997,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Alectoris,
13.75,15.35,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Argusianus,Argusianus argus
3.8800000000000003,6.27,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Argusianus,
0.24,0.58,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Coturnix,Coturnix japonica
7.010000000000001,2.52,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Coturnix,
10.07,14.67,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Excalfactoria,Excalfactoria chinensis
3.0100000000000002,1.5699999999999998,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Excalfactoria,
16.490000000000002,20.6,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Francolinus,Francolinus francolinus
5.949999999999999,3.29,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Francolinus,
81.21,75.78999999999999,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Galloperdix,Galloperdix spadicea
58.48,47.410000000000004,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Galloperdix,
33510.15,50125.770000000004,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus gallus
46730.92999999999,33470.94,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Gallus,
10.55,26.82,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Haematortyx,Haematortyx sanguiniceps
6.960000000000001,4.46,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Haematortyx,
1.99,39.82,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Lophophorus,Lophophorus impejanus
7.23,6.33,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Lophophorus,
3.59,11.73,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Meleagris,Meleagris gallopavo
48.99,58.269999999999996,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Meleagris,
1199.48,10203.56,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,,
0.0,62.199999999999996,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Pavo,
5.7299999999999995,19.34,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Pavo,Pavo cristatus
4.07,4.61,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Polyplectron,
41.120000000000005,7.32,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Polyplectron,Polyplectron bicalcaratum
11.649999999999999,30.110000000000003,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Polyplectron,Polyplectron malacense
5.46,2.55,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Rollulus,
59.19,55.12,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Rollulus,Rollulus rouloul
1.27,0.0,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Tetraophasis,
21.43,42.92,Eukaryota,Metazoa,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,Gavia immer
569.27,615.37,Eukaryota,Metazoa,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,Gavia stellata
863.87,873.3,Eukaryota,Metazoa,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,
757.0699999999999,660.99,Eukaryota,Metazoa,Chordata,Aves,Gaviiformes,Gaviidae,,
109.71000000000001,75.2,Eukaryota,Metazoa,Chordata,Aves,Gaviiformes,,,
1.06,0.0,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Aramidae,Aramus,
448.95,294.82000000000005,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Eurypygidae,Eurypyga,Eurypyga helias
186.49,460.96999999999997,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Eurypygidae,Eurypyga,
251.8,111.28999999999999,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Eurypygidae,,
1.19,0.0,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Gruidae,Antigone,Antigone antigone
206.66,364.94,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Gruidae,Balearica,Balearica regulorum
601.29,504.46999999999997,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Gruidae,Balearica,
383.74,374.94,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Gruidae,,
139.4,1286.46,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Mesitornithidae,Mesitornis,Mesitornis unicolor
1404.29,277.9,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Mesitornithidae,Mesitornis,
356.69,313.87,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Mesitornithidae,,
211.89000000000001,156.08,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,,,
31.62,17.310000000000002,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Otididae,Ardeotis,Ardeotis kori
1.8399999999999999,12.63,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Otididae,Ardeotis,
190.67000000000002,105.05000000000001,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Otididae,Chlamydotis,Chlamydotis macqueenii
319.69,278.7,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Otididae,Chlamydotis,
212.65,248.23,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Otididae,,
2.57,0.47,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Psophiidae,,
2.76,5.8100000000000005,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Psophiidae,Psophia,
26.520000000000003,22.490000000000002,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Psophiidae,Psophia,Psophia crepitans
0.69,0.0,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Rallidae,Fulica,
1.31,7.0600000000000005,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Rallidae,,
492.66,503.8,Eukaryota,Metazoa,Chordata,Aves,Musophagiformes,Musophagidae,,
198.1,317.38,Eukaryota,Metazoa,Chordata,Aves,Musophagiformes,Musophagidae,Tauraco,
169.93,192.9,Eukaryota,Metazoa,Chordata,Aves,Musophagiformes,Musophagidae,Tauraco,Tauraco erythrolophus
8.39,22.07,Eukaryota,Metazoa,Chordata,Aves,Musophagiformes,,,
5.29,1.21,Eukaryota,Metazoa,Chordata,Aves,,,,
6.07,55.660000000000004,Eukaryota,Metazoa,Chordata,Aves,Opisthocomiformes,,,
245.51,128.09,Eukaryota,Metazoa,Chordata,Aves,Opisthocomiformes,Opisthocomidae,,
58.46,86.76,Eukaryota,Metazoa,Chordata,Aves,Opisthocomiformes,Opisthocomidae,Opisthocomus,
64.41,86.59,Eukaryota,Metazoa,Chordata,Aves,Opisthocomiformes,Opisthocomidae,Opisthocomus,Opisthocomus hoazin
54.980000000000004,56.41,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Acanthisittidae,Acanthisitta,Acanthisitta chloris
12.66,14.600000000000001,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Acanthisittidae,Acanthisitta,
56.78,39.4,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Acanthisittidae,,
0.0,0.35,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Acanthizidae,Gerygone,Gerygone flavolateralis
0.51,0.0,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Acanthizidae,,
0.68,0.0,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Aegithalidae,Aegithalos,
0.0,0.34,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Certhiidae,Certhia,Certhia americana
0.79,0.0,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Climacteridae,Climacteris,Climacteris picumnus
597.32,862.4499999999999,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,Aphelocoma californica
1.53,1.5,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,Aphelocoma californica x Aphelocoma woodhouseii
261.7,591.84,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,Aphelocoma sumichrasti
314.49,461.46,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,Aphelocoma woodhouseii
393.77,303.13,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,
5.59,2.87,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus brachyrhynchos
5.0200000000000005,1.92,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus cornix
0.2,0.0,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus splendens
154.38,179.04,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Corvidae,Corvus,
370.2,277.45,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Corvidae,,
3.17,0.32,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Estrildidae,Lonchura,Lonchura striata
0.0,11.79,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Estrildidae,Lonchura,
1728.64,1759.31,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Estrildidae,,
135.54,23.0,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Estrildidae,Taeniopygia,
44.22,135.51,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Estrildidae,Taeniopygia,Taeniopygia guttata
4.19,4.71,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Estrildidae,Vidua,
12.54,18.17,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Estrildidae,Vidua,Vidua macroura
0.0,3.32,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Fringillidae,Emberiza,Emberiza bruniceps
2.37,2.57,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Fringillidae,Emberiza,Emberiza melanocephala
13.7,0.0,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Fringillidae,Emberiza,
614.09,584.48,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Fringillidae,,
25.66,9.05,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Fringillidae,Serinus,
15.72,16.36,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Fringillidae,Serinus,Serinus canaria
0.3,0.0,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Furnariidae,Glyphorynchus,
0.5,0.75,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Hirundinidae,,
3.89,4.26,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Icteridae,,
0.0,1.05,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Malaconotidae,,
0.66,1.75,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Maluridae,,
2.21,5.08,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Meliphagidae,,
0.43,0.43,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Meliphagidae,Phylidonyris,
0.27,0.0,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Meliphagidae,Phylidonyris,Phylidonyris novaehollandiae
2.49,7.0,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Monarchidae,,
4.66,17.23,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula,Ficedula albicollis
16.15,27.52,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula,
172.64000000000001,97.69,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Muscicapidae,,
1148.0,1543.4,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,,,
0.0,0.21,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Nectariniidae,Cinnyris,
102.29,11.620000000000001,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Paridae,Cyanistes,Cyanistes caeruleus
15.08,86.73,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Paridae,Cyanistes,
44667.38,36337.68000000001,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Paridae,,
9.73,4.66,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Paridae,Parus,
5.88,4.54,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Paridae,Parus,Parus major
28.75,19.89,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Paridae,Pseudopodoces,
1.49,4.800000000000001,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Paridae,Pseudopodoces,Pseudopodoces humilis
0.0,3.3299999999999996,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Parulidae,,
0.5,0.0,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Parulidae,Vermivora,
0.7,0.71,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Passerellidae,Junco,
109.34,146.93,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Passerellidae,,
2.38,2.7399999999999998,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,
13.03,16.39,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,Zonotrichia albicollis
0.0,2.61,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Passeridae,Chloebia,
13.85,10.06,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Passeridae,,
0.87,0.0,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Passeridae,Passer,
0.62,0.74,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Passeridae,Petronia,
2.1399999999999997,0.66,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Petroicidae,,
22.54,9.91,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pipridae,Corapipo,Corapipo altera
38.07,23.25,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pipridae,Corapipo,
18.810000000000002,1.17,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pipridae,Lepidothrix,Lepidothrix coronata
24.91,25.83,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pipridae,Lepidothrix,
18.67,23.63,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pipridae,Manacus,Manacus vitellinus
27.13,33.35,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pipridae,Manacus,
1885.92,2016.49,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pipridae,,
48.39,28.09,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pipridae,Neopelma,
24.25,22.060000000000002,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pipridae,Neopelma,Neopelma chrysocephalum
10.4,6.32,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pipridae,Pipra,
8.64,5.1,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pipridae,Pipra,Pipra filicauda
10.87,14.7,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pittidae,Hydrornis,Hydrornis guajana
2.44,2.58,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pittidae,Hydrornis,
6.42,5.4,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pittidae,,
1.36,0.0,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Ploceidae,,
0.0,0.57,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pycnonotidae,,
353.96000000000004,253.45,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Sturnidae,,
43.93,8.54,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,
10.58,29.84,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,Sturnus vulgaris
1.4600000000000002,1.6700000000000002,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Sylviidae,,
15.83,6.91,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Thraupidae,Geospiza,Geospiza fortis
17.5,27.08,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Thraupidae,Geospiza,
70.47,44.78,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Thraupidae,,
1.47,2.33,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Timaliidae,,
3.2099999999999995,11.25,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii
218.50000000000003,246.22000000000003,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,
472.6,858.48,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Tyrannidae,,
0.0,1.01,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Anhingidae,Anhinga,Anhinga anhinga
3.2,0.0,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Anhingidae,,
0.0,0.57,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea herodias
0.0,0.54,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Egretta eulophotes
423.29,282.08,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
223.79,213.26,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,
788.4399999999999,1001.9200000000001,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Ardeidae,,
0.0,0.9,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,
0.9,0.0,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,Nycticorax nycticorax
19.63,17.7,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Fregatidae,,
367.5,256.66,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,,,
1091.87,949.98,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Pelecanidae,,
906.74,810.32,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,
515.79,737.9300000000001,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,Pelecanus crispus
10.33,4.67,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,Pelecanus philippensis
508.81,504.57,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Phaethontidae,,
787.66,821.49,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Phaethontidae,Phaethon,
425.19,431.57,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Phaethontidae,Phaethon,Phaethon lepturus
102.22999999999999,92.17,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Phaethontidae,Phaethon,Phaethon rubricauda
350.03999999999996,417.07,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Phalacrocoracidae,,
170.44,142.13,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Phalacrocoracidae,Phalacrocorax,
244.16,246.93,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Phalacrocoracidae,Phalacrocorax,Phalacrocorax carbo
25.11,28.25,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Sulidae,Morus,
159.17,148.25,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Sulidae,,
4033.4,3897.5,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Threskiornithidae,,
1916.69,2128.97,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Threskiornithidae,Nipponia,
1056.0900000000001,873.0699999999999,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Threskiornithidae,Nipponia,Nipponia nippon
0.0,0.21,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea,Platalea minor
0.0,5.92,Eukaryota,Metazoa,Chordata,Aves,Phoenicopteriformes,,,
73.02,84.93,Eukaryota,Metazoa,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,,
0.8400000000000001,4.010000000000001,Eukaryota,Metazoa,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,
255.97,13.1,Eukaryota,Metazoa,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,Phoenicopterus chilensis
4.43,2.5,Eukaryota,Metazoa,Chordata,Aves,Piciformes,Megalaimidae,Megalaima,Megalaima virens
12.549999999999999,0.0,Eukaryota,Metazoa,Chordata,Aves,Piciformes,Megalaimidae,Megalaima,
0.0,10.09,Eukaryota,Metazoa,Chordata,Aves,Piciformes,Megalaimidae,,
20.48,22.849999999999998,Eukaryota,Metazoa,Chordata,Aves,Piciformes,,,
41.50000000000001,73.25,Eukaryota,Metazoa,Chordata,Aves,Piciformes,Picidae,Dryobates,Dryobates pubescens
59.02,30.95,Eukaryota,Metazoa,Chordata,Aves,Piciformes,Picidae,Dryobates,
359.41999999999996,306.74,Eukaryota,Metazoa,Chordata,Aves,Piciformes,Picidae,,
0.52,1.83,Eukaryota,Metazoa,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,
5.27,7.28,Eukaryota,Metazoa,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,Sphyrapicus varius
12.55,10.72,Eukaryota,Metazoa,Chordata,Aves,Podicipediformes,,,
7.63,6.13,Eukaryota,Metazoa,Chordata,Aves,Podicipediformes,Podicipedidae,,
0.45,3.2,Eukaryota,Metazoa,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,
29.000000000000004,25.73,Eukaryota,Metazoa,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,Podiceps auritus
0.0,5.62,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,
17.89,5.99,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,Diomedeidae,,
42.660000000000004,238.1,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,,,
4.74,3.97,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,Pelecanoididae,,
0.0,0.42,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,Procellariidae,Ardenna,
1283.46,1144.57,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,Procellariidae,Fulmarus,Fulmarus glacialis
1414.56,1533.31,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,Procellariidae,Fulmarus,
19.07,0.0,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,Procellariidae,Halobaena,Halobaena caerulea
2289.14,1994.7,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,Procellariidae,,
69.45,49.43000000000001,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,Procellariidae,Procellaria,
3.3,0.0,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,Procellariidae,Procellaria,Procellaria aequinoctialis
8.15,24.27,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,Procellariidae,Procellaria,Procellaria cinerea
1.63,0.4,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,
0.41,0.41,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,Pterodroma sandwichensis
234.62,261.87,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,unk_f,,
25.060000000000002,5.19,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,unk_f,Oceanites,
30.59,145.84,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,unk_f,Oceanites,Oceanites oceanicus
44.35,5.62,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,unk_f,Oceanodroma,
0.31,0.0,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,unk_f,Oceanodroma,Oceanodroma furcata
1.88,0.0,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,unk_f,Oceanodroma,Oceanodroma leucorhoa
0.0,0.29,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,unk_f,Oceanodroma,Oceanodroma monteiroi
0.0,0.66,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,unk_f,Pelagodroma,
0.49,0.0,Eukaryota,Metazoa,Chordata,Aves,Procellariiformes,unk_f,Pelagodroma,Pelagodroma marina
0.72,0.36,Eukaryota,Metazoa,Chordata,Aves,Psittaciformes,Cacatuidae,,
42.489999999999995,48.61,Eukaryota,Metazoa,Chordata,Aves,Psittaciformes,,,
5.05,6.23,Eukaryota,Metazoa,Chordata,Aves,Psittaciformes,Psittacidae,Cyanoramphus,
181.68,122.21,Eukaryota,Metazoa,Chordata,Aves,Psittaciformes,Psittacidae,,
